yyyyq,Index,D12,E12,b/m,tbl,AAA,BAA,lty,cay,ntis,Rfree,infl,ltr,corpr,svar,csp,ik,CRSP_SPvw,CRSP_SPvwx,D3,E3
19681,90.20,2.950,5.440,0.5668098065,0.0517,0.0611,0.0685,0.0560,-0.0249722862,0.0126771562,0.0129250000,0.0088235300,0.0075686547,0.0194468787,0.0026992820,0.0034032192,0.0396381447,-0.0586084830,-0.0661556257,NaN,1.390
19682,99.58,2.990,5.570,0.5307418133,0.0552,0.0628,0.0707,0.0534,-0.0303652676,0.0120900958,0.0138000000,0.0116618100,0.0507208550,0.0203131474,0.0024935527,0.0026268741,0.0383851138,0.1127687968,0.1041817573,NaN,1.450
19683,102.67,3.030,5.660,0.5091954391,0.0519,0.0597,0.0679,0.0531,-0.0303856879,0.0182870281,0.0129750000,0.0115273800,0.0180996984,0.0498088270,0.0013412530,0.0024118186,0.0383782389,0.0379838967,0.0303038876,NaN,1.320
19684,103.86,3.070,5.760,0.5049006623,0.0596,0.0645,0.0723,0.0598,-0.0377333158,0.0319614907,0.0149000000,0.0142450100,-0.0746021794,-0.0606474453,0.0008653616,0.0023475611,0.0389860062,0.0192442778,0.0112486209,NaN,1.600
19691,101.51,3.100,5.820,0.5570402360,0.0602,0.0685,0.0751,0.0620,-0.0351970710,0.0395080918,0.0150500000,0.0140449400,-0.0155030065,-0.0222759520,0.0017439779,0.0022973853,0.0395852817,-0.0164282236,-0.0238566278,NaN,1.450
19692,97.71,3.130,5.840,0.5967773337,0.0644,0.0698,0.0770,0.0623,-0.0334325725,0.0451528579,0.0161000000,0.0138504200,0.0128281048,0.0135746884,0.0017295650,0.0011927635,0.0394434662,-0.0290962660,-0.0372274357,NaN,1.470
19693,93.12,3.150,5.890,0.6408884625,0.0709,0.0714,0.0805,0.0677,-0.0389562770,0.0483913402,0.0177250000,0.0136612000,-0.0522047155,-0.0258643756,0.0041154760,0.0021746674,0.0399384605,-0.0391530006,-0.0468715700,NaN,1.370
19694,92.06,3.160,5.780,0.6510820131,0.0782,0.0772,0.0865,0.0687,-0.0341344609,0.0342737833,0.0195500000,0.0161725100,0.0044361213,-0.0479291945,0.0024264301,0.0008222518,0.0391248959,-0.0008184242,-0.0098344075,NaN,1.490
19701,89.63,3.170,5.630,0.6903267691,0.0663,0.0784,0.0863,0.0661,-0.0282828767,0.0358415812,0.0165750000,0.0159151200,0.0492926882,0.0500189657,0.0030893669,-0.0004314362,0.0383467413,-0.0176159079,-0.0261137631,NaN,1.300
19702,72.72,3.180,5.520,0.7933814171,0.0668,0.0848,0.0925,0.0709,-0.0300659081,0.0422991826,0.0167000000,0.0130548300,-0.0417548840,-0.0407965893,0.0124184702,-0.0002522946,0.0376397084,-0.1808950501,-0.1891331704,NaN,1.360
19703,84.21,3.190,5.360,0.7129147605,0.0612,0.0809,0.0939,0.0680,-0.0252347621,0.0379495959,0.0153000000,0.0103092800,0.0534220081,0.0809755684,0.0050716090,0.0008756970,0.0373569905,0.1682410373,0.1571970188,NaN,1.210
19704,92.15,3.140,5.130,0.6464263577,0.0487,0.0764,0.0912,0.0648,-0.0180830269,0.0314681737,0.0121750000,0.0153061200,0.0583721724,0.0872338642,0.0024640314,0.0015125012,0.0355172770,0.1061805625,0.0960875409,NaN,1.260
19711,100.31,3.110,5.220,0.6338113825,0.0338,0.0721,0.0846,0.0593,-0.0293997788,0.0264046828,0.0084500000,0.0050251300,0.0878360166,0.0408309243,0.0014851902,0.0021051754,0.0354792665,0.0979990954,0.0894951433,NaN,1.390
19712,99.70,3.100,5.320,0.6432210427,0.0475,0.0764,0.0875,0.0641,-0.0359622572,0.0272784983,0.0118750000,0.0125000000,-0.0443237800,-0.0290407644,0.0017713986,0.0013777546,0.0356172319,0.0008769497,-0.0068044132,NaN,1.460
19713,98.34,3.090,5.430,0.6460848296,0.0469,0.0744,0.0859,0.0598,-0.0342323145,0.0279344169,0.0117250000,0.0074074100,0.0716662225,0.0420233327,0.0034938843,0.0011670679,0.0353887144,-0.0055426485,-0.0132264751,NaN,1.320
19714,102.09,3.070,5.700,0.6439002471,0.0401,0.0725,0.0838,0.0597,-0.0339335896,0.0340233587,0.0100250000,0.0073529400,0.0163739646,0.0541771337,0.0037112486,0.0022538795,0.0357885940,0.0472506260,0.0387254318,NaN,1.530
19721,107.20,3.070,5.810,0.6459019879,0.0373,0.0724,0.0824,0.0613,-0.0432241312,0.0317231825,0.0093250000,0.0072992700,-0.0057754854,0.0097823653,0.0013236832,0.0022397228,0.0365819704,0.0575657735,0.0500826233,NaN,1.500
19722,107.14,3.070,5.970,0.6540154785,0.0391,0.0723,0.0820,0.0607,-0.0379850684,0.0341993895,0.0097750000,0.0072463800,0.0230793761,0.0129220221,0.0015177956,0.0015414101,0.0367724933,0.0069029565,-0.0003385253,NaN,1.620
19723,110.55,3.080,6.140,0.6373850011,0.0466,0.0722,0.0809,0.0606,-0.0349350994,0.0328697745,0.0116500000,0.0095923300,0.0160587701,0.0133532870,0.0016561890,0.0008839673,0.0369051704,0.0393806853,0.0321662552,NaN,1.490
19724,118.05,3.150,6.420,0.5956745946,0.0507,0.0708,0.0793,0.0599,-0.0499596671,0.0342034837,0.0126750000,0.0095011900,0.0225633296,0.0348373894,0.0018639055,0.0003114465,0.0383656068,0.0762284402,0.0684228179,NaN,1.810
19731,111.52,3.170,6.800,0.6760181281,0.0609,0.0729,0.0803,0.0686,-0.0473945940,0.0367061493,0.0152250000,0.0211764700,-0.0227970485,0.0013735741,0.0033377425,-0.0006958590,0.0396432794,-0.0510418271,-0.0575560826,NaN,1.880
19732,104.26,3.220,7.230,0.7209743078,0.0719,0.0737,0.0813,0.0710,-0.0453963028,0.0390133985,0.0179750000,0.0184331800,-0.0080358086,-0.0034359768,0.0067596009,0.0007439782,0.0406597988,-0.0583563167,-0.0655886717,NaN,2.050
19733,108.43,3.270,7.690,0.6788089959,0.0829,0.0763,0.0863,0.0703,-0.0442437595,0.0343612257,0.0207250000,0.0226244300,0.0257195716,0.0214179137,0.0038984216,-0.0000545824,0.0407028397,0.0488368263,0.0408282601,NaN,1.950
19734,97.55,3.380,8.160,0.7555884634,0.0745,0.0768,0.0848,0.0726,-0.0444890580,0.0130073951,0.0186250000,0.0243362800,-0.0054164637,-0.0077617018,0.0110728257,-0.0006401994,0.0403899223,-0.0908922975,-0.0997876280,NaN,2.280
19741,93.98,3.440,8.360,0.8151840129,0.0796,0.0801,0.0862,0.0783,-0.0395088765,0.0103999361,0.0199000000,0.0323974100,-0.0395682217,-0.0349695436,0.0069811924,-0.0011670985,0.0397351633,-0.0278281214,-0.0362515291,NaN,2.080
19742,86.00,3.500,8.740,0.8601587717,0.0790,0.0847,0.0927,0.0812,-0.0305262898,0.0080278099,0.0197500000,0.0251046000,-0.0088710904,-0.0517752456,0.0061281912,-0.0016917665,0.0390727048,-0.0755341614,-0.0847271050,NaN,2.430
19743,63.54,3.590,9.110,1.1354401435,0.0806,0.0924,0.1018,0.0837,-0.0223144769,0.0051382625,0.0201500000,0.0326530600,-0.0019757282,-0.0307581406,0.0175202984,-0.0017001444,0.0380835060,-0.2521542780,-0.2614955513,NaN,2.320
19744,68.56,3.600,8.890,1.1200181747,0.0715,0.0889,0.1063,0.0760,-0.0170557684,0.0087733076,0.0178750000,0.0256917000,0.0983078576,0.0929761841,0.0174132307,-0.0008304879,0.0365484059,0.0946554471,0.0797496532,NaN,2.060
19751,83.36,3.670,8.450,0.9724663152,0.0549,0.0867,0.1048,0.0824,-0.0113856075,0.0204679182,0.0137250000,0.0173410400,0.0082363602,0.0475858420,0.0085989257,-0.0007042916,0.0339083773,0.2282113319,0.2147262397,NaN,1.640
19752,95.19,3.710,7.960,0.8498390198,0.0534,0.0877,0.1062,0.0813,-0.0131034923,0.0229618335,0.0133500000,0.0132575800,0.0318904935,0.0359073644,0.0054742662,-0.0008054238,0.0327346017,0.1541346247,0.1427247004,NaN,1.940
19753,83.87,3.710,7.760,0.9409482541,0.0642,0.0895,0.1061,0.0862,-0.0097077952,0.0279176358,0.0160500000,0.0205607500,-0.0250895198,-0.0327898615,0.0058921585,-0.0014922567,0.0327862981,-0.1098064632,-0.1190364151,NaN,2.120
19754,90.19,3.680,7.960,0.8763388510,0.0544,0.0879,0.1056,0.0805,-0.0104386049,0.0237094285,0.0136000000,0.0183150200,0.0764894577,0.0922471505,0.0042981484,-0.0004651156,0.0328321532,0.0853944736,0.0742485915,NaN,2.260
19761,102.77,3.690,8.660,0.7840312172,0.0500,0.0852,0.1012,0.0792,-0.0137880818,0.0150701473,0.0125000000,0.0071942500,0.0321090463,0.0421324252,0.0044654393,-0.0004387984,0.0331762748,0.1500464766,0.1395828927,NaN,2.340
19762,104.28,3.760,9.250,0.7814276312,0.0541,0.0862,0.0989,0.0807,-0.0135605735,0.0189231854,0.0135250000,0.0125000000,0.0064797684,0.0030386818,0.0029152361,-0.0012775825,0.0333007370,0.0255352061,0.0155160261,NaN,2.530
19763,105.24,3.850,9.550,0.7913632737,0.0508,0.0838,0.0940,0.0781,-0.0113559890,0.0237815187,0.0127000000,0.0158730200,0.0439860164,0.0556845380,0.0021223987,-0.0014566973,0.0337447651,0.0186693719,0.0089724785,NaN,2.420
19764,107.46,4.050,9.910,0.7799731250,0.0435,0.0798,0.0912,0.0721,-0.0065659220,0.0285657060,0.0108750000,0.0138888900,0.0766772817,0.0751808785,0.0029641601,-0.0011227041,0.0341142962,0.0314023448,0.0201490714,NaN,2.620
19771,98.42,4.190,10.080,0.8684299283,0.0460,0.0810,0.0912,0.0772,-0.0015810959,0.0303375593,0.0115000000,0.0205479500,-0.0348058199,-0.0231424504,0.0016960639,-0.0017320885,0.0351195076,-0.0762109378,-0.0859152805,NaN,2.510
19772,100.48,4.360,10.420,0.8711120812,0.0502,0.0795,0.0891,0.0754,-0.0105185951,0.0319412841,0.0125500000,0.0151006700,0.0364116455,0.0385683550,0.0021830209,-0.0015935849,0.0357708646,0.0326538094,0.0205744513,NaN,2.870
19773,96.53,4.500,10.710,0.9422625161,0.0581,0.0792,0.0880,0.0764,-0.0127141074,0.0323679755,0.0145250000,0.0132231400,0.0097246819,0.0108643950,0.0016403271,-0.0018026906,0.0361407224,-0.0283750260,-0.0394460663,NaN,2.710
19774,95.10,4.670,10.890,0.9603330245,0.0607,0.0819,0.0899,0.0803,-0.0130909995,0.0304755411,0.0151750000,0.0163132100,-0.0168850370,-0.0082470866,0.0027403093,-0.0018338899,0.0369566367,-0.0012427327,-0.0145272250,NaN,2.800
19781,89.21,4.800,10.920,1.1114925531,0.0629,0.0847,0.0922,0.0831,-0.0067626959,0.0275697476,0.0157250000,0.0176565000,-0.0096872333,0.0003384594,0.0022007974,-0.0013817078,0.0368694438,-0.0510360086,-0.0637259210,NaN,2.540
19782,95.53,4.910,11.230,1.0279015813,0.0673,0.0876,0.0960,0.0865,-0.0064744977,0.0165234648,0.0168250000,0.0252365900,-0.0124580580,-0.0108052329,0.0038536315,-0.0018349394,0.0395163950,0.0856029849,0.0717129725,NaN,3.180
19783,102.54,5.020,11.570,0.9722575131,0.0785,0.0869,0.0942,0.0860,-0.0111850108,0.0127263850,0.0196250000,0.0230769200,0.0254257756,0.0310864841,0.0028001904,-0.0025993048,0.0403312126,0.0868909214,0.0739957558,NaN,3.050
19784,96.11,5.070,12.330,1.0457012956,0.0908,0.0916,0.0994,0.0898,-0.0139061993,0.0148748730,0.0227000000,0.0210526300,-0.0144587860,-0.0205766165,0.0069465974,-0.0015481539,0.0410145509,-0.0496539070,-0.0633013126,NaN,3.560
19791,101.59,5.200,13.300,1.0330789394,0.0948,0.0937,0.1026,0.0902,-0.0148222165,0.0117314337,0.0237000000,0.0294550800,0.0183110637,0.0160213435,0.0026159555,-0.0013499220,0.0412651618,0.0709214155,0.0566379591,NaN,3.510
19792,102.91,5.340,13.980,1.0578636072,0.0906,0.0929,0.1038,0.0877,-0.0075828444,0.0121279927,0.0226500000,0.0329041500,0.0461619788,0.0448516907,0.0021425206,-0.0013276842,0.0404771492,0.0271063198,0.0127362348,NaN,3.860
19793,109.32,5.510,14.630,1.0137949874,0.1026,0.0944,0.1054,0.0927,-0.0108874383,0.0094391713,0.0256500000,0.0304709100,-0.0240242129,-0.0203570767,0.0024472247,-0.0014195561,0.0410996121,0.0761832558,0.0625498705,NaN,3.700
19794,107.94,5.650,14.860,1.0619500680,0.1204,0.1074,0.1206,0.1012,-0.0070155113,0.0105492993,0.0301000000,0.0336021500,-0.0502325184,-0.0788330214,0.0046173692,-0.0003711309,0.0405540688,0.0017990422,-0.0124841856,NaN,3.790
19801,102.09,5.800,15.290,1.0937321031,0.1520,0.1296,0.1445,0.1239,-0.0011900194,0.0118773964,0.0380000000,0.0416124800,-0.1451433348,-0.1321251434,0.0084258811,-0.0004846084,0.0403646609,-0.0396877881,-0.0523718444,NaN,3.940
19802,114.24,5.940,14.940,0.9901834270,0.0707,0.1058,0.1271,0.1006,-0.0046920006,0.0153043513,0.0176750000,0.0299625500,0.2436822412,0.2422701210,0.0056263925,0.0004203133,0.0377369762,0.1330128069,0.1176605053,NaN,3.510
19803,125.46,6.070,14.640,0.9216876515,0.1027,0.1202,0.1370,0.1185,-0.0106163011,0.0237960484,0.0256750000,0.0169697000,-0.1126185956,-0.1071648145,0.0057283675,0.0007654027,0.0375400407,0.1128131994,0.0990233113,NaN,3.400
19804,135.76,6.160,14.820,0.8915030239,0.1549,0.1321,0.1514,0.1199,-0.0082448973,0.0268163590,0.0387250000,0.0297973800,0.0180539824,0.0102201397,0.0075612150,0.0010201575,0.0378523478,0.0950698807,0.0823328351,NaN,3.970
19811,136.00,6.280,14.580,0.9249205574,0.1336,0.1333,0.1534,0.1248,-0.0066890680,0.0279393407,0.0334000000,0.0254629600,-0.0181925404,-0.0096803143,0.0052042954,0.0004488745,0.0379735193,0.0143781247,0.0021353708,NaN,3.700
19812,131.21,6.390,15.010,0.9504749816,0.1473,0.1375,0.1580,0.1304,-0.0022534030,0.0278934748,0.0368250000,0.0214447000,-0.0108504469,-0.0197260938,0.0027492371,-0.0000570271,0.0382405136,-0.0219452064,-0.0339884278,NaN,3.940
19813,116.18,6.520,15.270,1.0923786442,0.1470,0.1549,0.1692,0.1482,-0.0102693346,0.0214833694,0.0367500000,0.0287292800,-0.0859856274,-0.0889153097,0.0056891726,-0.0005421827,0.0386581956,-0.1025628054,-0.1145916329,NaN,3.660
19814,122.55,6.630,15.360,1.0611428571,0.1085,0.1423,0.1655,0.1334,-0.0088345867,0.0119096731,0.0271250000,0.0107411400,0.1474914114,0.1166478079,0.0044881183,-0.0012794664,0.0390574048,0.0685091456,0.0540471834,NaN,4.060
19821,111.96,6.720,14.810,1.1857505743,0.1268,0.1458,0.1682,0.1387,-0.0035418062,0.0055484327,0.0317000000,0.0063762000,0.0465123339,0.0490451841,0.0062353539,-0.0018891454,0.0375886830,-0.0713953245,-0.0851300106,NaN,3.150
19822,109.61,6.810,14.170,1.2015814171,0.1247,0.1481,0.1692,0.1412,-0.0010640345,0.0012130304,0.0311750000,0.0242872200,0.0176163819,0.0095609049,0.0035919072,-0.0021779315,0.0358017654,-0.0051306468,-0.0202749892,NaN,3.300
19823,120.42,6.850,13.560,1.0885355649,0.0792,0.1294,0.1563,0.1183,0.0054737859,0.0005507087,0.0198000000,0.0072164900,0.2020773817,0.2133800935,0.0095057897,-0.0018631355,0.0342255449,0.1162237994,0.1004430879,NaN,3.050
19824,140.64,6.870,12.640,0.9322147266,0.0794,0.1183,0.1414,0.1095,0.0152731323,0.0029900535,0.0198500000,0.0000000000,0.0963587644,0.1093788664,0.0141078723,-0.0013463488,0.0332278631,0.1844365450,0.1698872529,NaN,3.140
19831,152.96,6.910,12.420,0.7800677858,0.0835,0.1173,0.1361,0.1083,0.0208213844,0.0059935424,0.0208750000,0.0040941700,0.0072219906,0.0404352633,0.0067643125,-0.0012148534,0.0323471761,0.0996010007,0.0866359065,NaN,2.930
19832,168.11,6.940,12.590,0.7213820420,0.0879,0.1174,0.1337,0.1119,0.0228539739,0.0158265510,0.0219750000,0.0132517800,-0.0010703089,0.0159296074,0.0039075500,-0.0008278121,0.0324991118,0.1091445493,0.0974495073,NaN,3.470
19833,166.07,7.000,13.300,0.7148475830,0.0900,0.1237,0.1355,0.1157,0.0354808231,0.0231421010,0.0225000000,0.0100603600,0.0014445914,-0.0030248264,0.0047191632,-0.0018284324,0.0337105541,-0.0019411615,-0.0125104497,NaN,3.760
19834,164.93,7.090,14.030,0.7003591178,0.0900,0.1257,0.1375,0.1197,0.0313241863,0.0270204799,0.0225000000,0.0099601600,-0.0010702248,0.0083260071,0.0024797469,-0.0016937271,0.0355787856,0.0046164909,-0.0063071387,NaN,3.870
19841,159.18,7.180,15.260,0.7624754269,0.0952,0.1257,0.1399,0.1253,0.0237451543,0.0240667404,0.0238000000,0.0147929000,-0.0095305046,-0.0143837866,0.0041686729,-0.0020079516,0.0363550527,-0.0211580750,-0.0318408071,NaN,4.160
19842,153.18,7.310,16.200,0.7843518191,0.0987,0.1355,0.1505,0.1374,0.0252486266,0.0012640164,0.0246750000,0.0077745400,-0.0474815730,-0.0364468335,0.0036443324,-0.0018792426,0.0377391823,-0.0248446750,-0.0369393601,NaN,4.410
19843,166.10,7.380,16.560,0.7360509153,0.1037,0.1266,0.1435,0.1235,0.0248889384,-0.0094925469,0.0259250000,0.0096432000,0.1352862036,0.1253595292,0.0049357059,-0.0014075399,0.0384995511,0.0970550749,0.0848747139,NaN,4.120
19844,167.24,7.530,16.640,0.7330983765,0.0806,0.1213,0.1340,0.1170,0.0235644889,-0.0271967866,0.0201500000,0.0076408800,0.0782858940,0.0934316818,0.0035021991,-0.0011276635,0.0389100922,0.0188460123,0.0067838655,NaN,3.950
19851,180.66,7.660,16.390,0.7236457791,0.0852,0.1256,0.1369,0.1181,0.0328863431,-0.0248157693,0.0213000000,0.0123222800,0.0155543582,0.0117801307,0.0031834171,-0.0018750597,0.0388132062,0.0914283219,0.0799716503,NaN,3.910
19852,191.85,7.740,15.610,0.6864301439,0.0695,0.1094,0.1240,0.1055,0.0354422507,-0.0266075139,0.0173750000,0.0065543100,0.1318150701,0.1232736258,0.0020352816,-0.0021959653,0.0388313170,0.0758132911,0.0647120945,NaN,3.630
19853,182.08,7.840,15.230,0.6899588298,0.0710,0.1107,0.1248,0.1082,0.0402004186,-0.0312943542,0.0177500000,0.0055814000,0.0053181890,0.0207818563,0.0022141862,-0.0021212744,0.0377151055,-0.0426955870,-0.0526239189,NaN,3.740
19854,211.28,7.900,14.610,0.5926926882,0.0710,0.1016,0.1158,0.0956,0.0348477010,-0.0194650815,0.0177500000,0.0129509700,0.1334266961,0.1213527014,0.0030849308,-0.0017213560,0.0378821626,0.1741512628,0.1623440845,NaN,3.330
19861,238.90,8.020,14.520,0.5196276277,0.0656,0.0900,0.1050,0.0766,0.0302270507,-0.0164196221,0.0164000000,-0.0036529700,0.1973157088,0.1076873830,0.0043832056,-0.0019183155,0.0368894283,0.1419785224,0.1320345497,NaN,3.820
19862,250.84,8.100,14.710,0.4992814574,0.0621,0.0913,0.1034,0.0790,0.0233832767,-0.0122961279,0.0155250000,0.0027497700,-0.0003572848,0.0066505480,0.0054254826,-0.0025621870,0.0355406998,0.0576381431,0.0487651087,NaN,3.820
19863,231.32,8.230,14.850,0.5346292671,0.0521,0.0889,0.1020,0.0827,0.0213691186,-0.0051417726,0.0130250000,0.0054844600,-0.0133669740,0.0189354382,0.0078838615,-0.0023794300,0.0346540688,-0.0716973886,-0.0796869606,NaN,3.880
19864,242.17,8.280,14.480,0.4984308658,0.0553,0.0849,0.0997,0.0789,0.0193494073,-0.0113790259,0.0138250000,0.0072727300,0.0544701611,0.0548392623,0.0039838140,-0.0022403247,0.0346717211,0.0530288005,0.0421663212,NaN,2.960
19871,291.70,8.340,15.100,0.4280402137,0.0559,0.0836,0.0961,0.0795,0.0212150155,-0.0022199521,0.0139750000,0.0126353800,0.0135084776,0.0185858101,0.0058616516,-0.0020372883,0.0334016105,0.2137538574,0.2046712258,NaN,4.440
19872,304.00,8.520,14.420,0.4078923974,0.0567,0.0932,0.1052,0.0877,0.0241817235,0.0052024616,0.0141750000,0.0115864500,-0.0480649228,-0.0404936139,0.0077534351,-0.0017502493,0.0339165092,0.0501404592,0.0414187065,NaN,3.140
19873,321.83,8.660,15.860,0.3799667216,0.0640,0.1018,0.1131,0.0992,0.0232927602,0.0063503319,0.0160000000,0.0105726900,-0.0696514675,-0.0606958364,0.0051291309,-0.0028272050,0.0346995826,0.0669659083,0.0588948002,NaN,5.320
19874,247.08,8.810,17.500,0.5088120155,0.0577,0.1011,0.1129,0.0920,0.0223099962,0.0132747560,0.0144250000,0.0078465600,0.0838233134,0.0863870255,0.0845828152,-0.0027006902,0.0342892964,-0.2267772341,-0.2348853464,NaN,4.600
19881,258.89,8.950,18.590,0.5075299538,0.0570,0.0939,0.1057,0.0901,0.0242363386,0.0060800302,0.0142500000,0.0077854700,0.0392314280,0.0461686470,0.0127841242,-0.0025722006,0.0342316700,0.0584928873,0.0471785672,2.250,5.530
19882,273.50,9.230,21.670,0.4711188723,0.0646,0.0986,0.1100,0.0917,0.0242023368,-0.0053979214,0.0161500000,0.0128755400,0.0098050458,0.0166074088,0.0083766583,-0.0026466970,0.0347546512,0.0671756120,0.0572746908,2.540,6.220
19883,271.91,9.460,22.730,0.4775404537,0.0724,0.0982,0.1090,0.0917,0.0315540314,-0.0100015137,0.0181000000,0.0127118600,0.0228115983,0.0266522860,0.0044936998,-0.0026083753,0.0345979665,0.0043649864,-0.0061014267,2.460,6.380
19884,277.72,9.730,23.750,0.4652835740,0.0807,0.0957,0.1065,0.0918,0.0311525054,-0.0214057475,0.0201750000,0.0100418400,0.0217128795,0.0138773907,0.0036076323,-0.0022913172,0.0346275341,0.0309283983,0.0183278273,2.480,5.620
19891,294.87,9.980,24.960,0.4686914136,0.0882,0.0980,0.1067,0.0929,0.0286105731,-0.0231021339,0.0220500000,0.0124275100,0.0142614769,0.0134844723,0.0034271061,-0.0023804474,0.0348784177,0.0695475414,0.0596387961,2.500,6.740
19892,317.98,10.300,25.220,0.4405629370,0.0815,0.0910,0.1003,0.0821,0.0323990389,-0.0239366405,0.0203750000,0.0155482800,0.1147526575,0.1018775572,0.0034582035,-0.0026943259,0.0350290047,0.0887069205,0.0784872448,2.860,6.480
